boundary,boundary_left,boundary_right,left_index,right_index,left_filename,right_filename,sequence_gap,raw_matches,verified_inliers,inlier_ratio,qualified,selected
203-204,203,204,170,240,IMG20260826125111.jpg,IMG20260826125930.jpg,70,0,0,0.0,0,0
203-204,203,204,170,241,IMG20260826125111.jpg,IMG20260826125936.jpg,71,0,0,0.0,0,0
203-204,203,204,170,242,IMG20260826125111.jpg,IMG20260826125940.jpg,72,0,0,0.0,0,0
203-204,203,204,170,243,IMG20260826125111.jpg,IMG20260826125942.jpg,73,0,0,0.0,0,0
203-204,203,204,171,212,IMG20260826125124.jpg,IMG20260826125619.jpg,41,0,0,0.0,0,0
203-204,203,204,171,213,IMG20260826125124.jpg,IMG20260826125624.jpg,42,0,0,0.0,0,0
203-204,203,204,171,214,IMG20260826125124.jpg,IMG20260826125628.jpg,43,0,0,0.0,0,0
203-204,203,204,171,215,IMG20260826125124.jpg,IMG20260826125631.jpg,44,0,0,0.0,0,0
203-204,203,204,171,216,IMG20260826125124.jpg,IMG20260826125634.jpg,45,0,0,0.0,0,0
203-204,203,204,171,217,IMG20260826125124.jpg,IMG20260826125638.jpg,46,0,0,0.0,0,0
203-204,203,204,171,218,IMG20260826125124.jpg,IMG20260826125640.jpg,47,0,0,0.0,0,0
203-204,203,204,171,219,IMG20260826125124.jpg,IMG20260826125643.jpg,48,0,0,0.0,0,0
203-204,203,204,171,220,IMG20260826125124.jpg,IMG20260826125647.jpg,49,0,0,0.0,0,0
203-204,203,204,171,221,IMG20260826125124.jpg,IMG20260826125650.jpg,50,0,0,0.0,0,0
203-204,203,204,171,222,IMG20260826125124.jpg,IMG20260826125653.jpg,51,0,0,0.0,0,0
203-204,203,204,171,223,IMG20260826125124.jpg,IMG20260826125657.jpg,52,0,0,0.0,0,0
203-204,203,204,171,224,IMG20260826125124.jpg,IMG20260826125737.jpg,53,0,0,0.0,0,0
203-204,203,204,171,225,IMG20260826125124.jpg,IMG20260826125739.jpg,54,0,0,0.0,0,0
203-204,203,204,171,226,IMG20260826125124.jpg,IMG20260826125741.jpg,55,0,0,0.0,0,0
203-204,203,204,171,227,IMG20260826125124.jpg,IMG20260826125743.jpg,56,0,0,0.0,0,0
203-204,203,204,171,228,IMG20260826125124.jpg,IMG20260826125746.jpg,57,0,0,0.0,0,0
203-204,203,204,171,229,IMG20260826125124.jpg,IMG20260826125749.jpg,58,0,0,0.0,0,0
203-204,203,204,171,230,IMG20260826125124.jpg,IMG20260826125845.jpg,59,0,0,0.0,0,0
203-204,203,204,171,231,IMG20260826125124.jpg,IMG20260826125849.jpg,60,0,0,0.0,0,0
203-204,203,204,171,232,IMG20260826125124.jpg,IMG20260826125852.jpg,61,0,0,0.0,0,0
203-204,203,204,171,233,IMG20260826125124.jpg,IMG20260826125854.jpg,62,0,0,0.0,0,0
203-204,203,204,171,234,IMG20260826125124.jpg,IMG20260826125857.jpg,63,0,0,0.0,0,0
203-204,203,204,171,235,IMG20260826125124.jpg,IMG20260826125901.jpg,64,0,0,0.0,0,0
203-204,203,204,171,236,IMG20260826125124.jpg,IMG20260826125910.jpg,65,0,0,0.0,0,0
203-204,203,204,171,237,IMG20260826125124.jpg,IMG20260826125914.jpg,66,0,0,0.0,0,0
203-204,203,204,171,238,IMG20260826125124.jpg,IMG20260826125922.jpg,67,0,0,0.0,0,0
203-204,203,204,171,239,IMG20260826125124.jpg,IMG20260826125925.jpg,68,16,0,0.0,0,0
203-204,203,204,171,240,IMG20260826125124.jpg,IMG20260826125930.jpg,69,0,0,0.0,0,0
203-204,203,204,171,241,IMG20260826125124.jpg,IMG20260826125936.jpg,70,0,0,0.0,0,0
203-204,203,204,171,242,IMG20260826125124.jpg,IMG20260826125940.jpg,71,0,0,0.0,0,0
203-204,203,204,171,243,IMG20260826125124.jpg,IMG20260826125942.jpg,72,0,0,0.0,0,0
203-204,203,204,172,213,IMG20260826125127.jpg,IMG20260826125624.jpg,41,16,0,0.0,0,0
203-204,203,204,172,214,IMG20260826125127.jpg,IMG20260826125628.jpg,42,0,0,0.0,0,0
203-204,203,204,172,215,IMG20260826125127.jpg,IMG20260826125631.jpg,43,0,0,0.0,0,0
203-204,203,204,172,216,IMG20260826125127.jpg,IMG20260826125634.jpg,44,0,0,0.0,0,0
203-204,203,204,172,217,IMG20260826125127.jpg,IMG20260826125638.jpg,45,0,0,0.0,0,0
203-204,203,204,172,218,IMG20260826125127.jpg,IMG20260826125640.jpg,46,0,0,0.0,0,0
203-204,203,204,172,219,IMG20260826125127.jpg,IMG20260826125643.jpg,47,0,0,0.0,0,0
203-204,203,204,172,220,IMG20260826125127.jpg,IMG20260826125647.jpg,48,0,0,0.0,0,0
203-204,203,204,172,221,IMG20260826125127.jpg,IMG20260826125650.jpg,49,0,0,0.0,0,0
203-204,203,204,172,222,IMG20260826125127.jpg,IMG20260826125653.jpg,50,0,0,0.0,0,0
203-204,203,204,172,223,IMG20260826125127.jpg,IMG20260826125657.jpg,51,0,0,0.0,0,0
203-204,203,204,172,224,IMG20260826125127.jpg,IMG20260826125737.jpg,52,17,0,0.0,0,0
203-204,203,204,172,225,IMG20260826125127.jpg,IMG20260826125739.jpg,53,0,0,0.0,0,0
203-204,203,204,172,226,IMG20260826125127.jpg,IMG20260826125741.jpg,54,0,0,0.0,0,0
203-204,203,204,172,227,IMG20260826125127.jpg,IMG20260826125743.jpg,55,0,0,0.0,0,0
203-204,203,204,172,228,IMG20260826125127.jpg,IMG20260826125746.jpg,56,0,0,0.0,0,0
203-204,203,204,172,229,IMG20260826125127.jpg,IMG20260826125749.jpg,57,16,0,0.0,0,0
203-204,203,204,172,230,IMG20260826125127.jpg,IMG20260826125845.jpg,58,15,0,0.0,0,0
203-204,203,204,172,231,IMG20260826125127.jpg,IMG20260826125849.jpg,59,0,0,0.0,0,0
203-204,203,204,172,232,IMG20260826125127.jpg,IMG20260826125852.jpg,60,0,0,0.0,0,0
203-204,203,204,172,233,IMG20260826125127.jpg,IMG20260826125854.jpg,61,0,0,0.0,0,0
203-204,203,204,172,234,IMG20260826125127.jpg,IMG20260826125857.jpg,62,0,0,0.0,0,0
203-204,203,204,172,235,IMG20260826125127.jpg,IMG20260826125901.jpg,63,21,0,0.0,0,0
203-204,203,204,172,236,IMG20260826125127.jpg,IMG20260826125910.jpg,64,16,0,0.0,0,0
203-204,203,204,172,237,IMG20260826125127.jpg,IMG20260826125914.jpg,65,0,0,0.0,0,0
203-204,203,204,172,238,IMG20260826125127.jpg,IMG20260826125922.jpg,66,0,0,0.0,0,0
203-204,203,204,172,239,IMG20260826125127.jpg,IMG20260826125925.jpg,67,0,0,0.0,0,0
203-204,203,204,172,240,IMG20260826125127.jpg,IMG20260826125930.jpg,68,0,0,0.0,0,0
203-204,203,204,172,241,IMG20260826125127.jpg,IMG20260826125936.jpg,69,0,0,0.0,0,0
203-204,203,204,172,242,IMG20260826125127.jpg,IMG20260826125940.jpg,70,15,0,0.0,0,0
203-204,203,204,172,243,IMG20260826125127.jpg,IMG20260826125942.jpg,71,0,0,0.0,0,0
203-204,203,204,173,214,IMG20260826125130.jpg,IMG20260826125628.jpg,41,0,0,0.0,0,0
203-204,203,204,173,215,IMG20260826125130.jpg,IMG20260826125631.jpg,42,0,0,0.0,0,0
203-204,203,204,173,216,IMG20260826125130.jpg,IMG20260826125634.jpg,43,0,0,0.0,0,0
203-204,203,204,173,217,IMG20260826125130.jpg,IMG20260826125638.jpg,44,0,0,0.0,0,0
203-204,203,204,173,218,IMG20260826125130.jpg,IMG20260826125640.jpg,45,15,0,0.0,0,0
203-204,203,204,173,219,IMG20260826125130.jpg,IMG20260826125643.jpg,46,0,0,0.0,0,0
203-204,203,204,173,220,IMG20260826125130.jpg,IMG20260826125647.jpg,47,0,0,0.0,0,0
203-204,203,204,173,221,IMG20260826125130.jpg,IMG20260826125650.jpg,48,0,0,0.0,0,0
203-204,203,204,173,222,IMG20260826125130.jpg,IMG20260826125653.jpg,49,0,0,0.0,0,0
203-204,203,204,173,223,IMG20260826125130.jpg,IMG20260826125657.jpg,50,0,0,0.0,0,0
203-204,203,204,173,224,IMG20260826125130.jpg,IMG20260826125737.jpg,51,0,0,0.0,0,0
203-204,203,204,173,225,IMG20260826125130.jpg,IMG20260826125739.jpg,52,0,0,0.0,0,0
203-204,203,204,173,226,IMG20260826125130.jpg,IMG20260826125741.jpg,53,0,0,0.0,0,0
203-204,203,204,173,227,IMG20260826125130.jpg,IMG20260826125743.jpg,54,0,0,0.0,0,0
203-204,203,204,173,228,IMG20260826125130.jpg,IMG20260826125746.jpg,55,22,0,0.0,0,0
203-204,203,204,173,229,IMG20260826125130.jpg,IMG20260826125749.jpg,56,0,0,0.0,0,0
203-204,203,204,173,230,IMG20260826125130.jpg,IMG20260826125845.jpg,57,0,0,0.0,0,0
203-204,203,204,173,231,IMG20260826125130.jpg,IMG20260826125849.jpg,58,0,0,0.0,0,0
203-204,203,204,173,232,IMG20260826125130.jpg,IMG20260826125852.jpg,59,15,0,0.0,0,0
203-204,203,204,173,233,IMG20260826125130.jpg,IMG20260826125854.jpg,60,17,0,0.0,0,0
203-204,203,204,173,234,IMG20260826125130.jpg,IMG20260826125857.jpg,61,0,0,0.0,0,0
203-204,203,204,173,235,IMG20260826125130.jpg,IMG20260826125901.jpg,62,0,0,0.0,0,0
203-204,203,204,173,236,IMG20260826125130.jpg,IMG20260826125910.jpg,63,0,0,0.0,0,0
203-204,203,204,173,237,IMG20260826125130.jpg,IMG20260826125914.jpg,64,0,0,0.0,0,0
203-204,203,204,173,238,IMG20260826125130.jpg,IMG20260826125922.jpg,65,0,0,0.0,0,0
203-204,203,204,173,239,IMG20260826125130.jpg,IMG20260826125925.jpg,66,0,0,0.0,0,0
203-204,203,204,173,240,IMG20260826125130.jpg,IMG20260826125930.jpg,67,0,0,0.0,0,0
203-204,203,204,173,241,IMG20260826125130.jpg,IMG20260826125936.jpg,68,0,0,0.0,0,0
203-204,203,204,173,242,IMG20260826125130.jpg,IMG20260826125940.jpg,69,0,0,0.0,0,0
203-204,203,204,173,243,IMG20260826125130.jpg,IMG20260826125942.jpg,70,0,0,0.0,0,0
203-204,203,204,174,215,IMG20260826125133.jpg,IMG20260826125631.jpg,41,0,0,0.0,0,0
203-204,203,204,174,216,IMG20260826125133.jpg,IMG20260826125634.jpg,42,0,0,0.0,0,0
203-204,203,204,174,217,IMG20260826125133.jpg,IMG20260826125638.jpg,43,0,0,0.0,0,0
203-204,203,204,174,218,IMG20260826125133.jpg,IMG20260826125640.jpg,44,0,0,0.0,0,0
203-204,203,204,174,219,IMG20260826125133.jpg,IMG20260826125643.jpg,45,0,0,0.0,0,0
203-204,203,204,174,220,IMG20260826125133.jpg,IMG20260826125647.jpg,46,17,0,0.0,0,0
203-204,203,204,174,221,IMG20260826125133.jpg,IMG20260826125650.jpg,47,0,0,0.0,0,0
203-204,203,204,174,222,IMG20260826125133.jpg,IMG20260826125653.jpg,48,16,0,0.0,0,0
203-204,203,204,174,223,IMG20260826125133.jpg,IMG20260826125657.jpg,49,0,0,0.0,0,0
203-204,203,204,174,224,IMG20260826125133.jpg,IMG20260826125737.jpg,50,0,0,0.0,0,0
203-204,203,204,174,225,IMG20260826125133.jpg,IMG20260826125739.jpg,51,0,0,0.0,0,0
203-204,203,204,174,226,IMG20260826125133.jpg,IMG20260826125741.jpg,52,0,0,0.0,0,0
203-204,203,204,174,227,IMG20260826125133.jpg,IMG20260826125743.jpg,53,18,0,0.0,0,0
203-204,203,204,174,228,IMG20260826125133.jpg,IMG20260826125746.jpg,54,15,0,0.0,0,0
203-204,203,204,174,229,IMG20260826125133.jpg,IMG20260826125749.jpg,55,16,0,0.0,0,0
203-204,203,204,174,230,IMG20260826125133.jpg,IMG20260826125845.jpg,56,0,0,0.0,0,0
203-204,203,204,174,231,IMG20260826125133.jpg,IMG20260826125849.jpg,57,0,0,0.0,0,0
203-204,203,204,174,232,IMG20260826125133.jpg,IMG20260826125852.jpg,58,16,0,0.0,0,0
203-204,203,204,174,233,IMG20260826125133.jpg,IMG20260826125854.jpg,59,0,0,0.0,0,0
203-204,203,204,174,234,IMG20260826125133.jpg,IMG20260826125857.jpg,60,0,0,0.0,0,0
203-204,203,204,174,235,IMG20260826125133.jpg,IMG20260826125901.jpg,61,0,0,0.0,0,0
203-204,203,204,174,236,IMG20260826125133.jpg,IMG20260826125910.jpg,62,0,0,0.0,0,0
203-204,203,204,174,237,IMG20260826125133.jpg,IMG20260826125914.jpg,63,0,0,0.0,0,0
203-204,203,204,174,238,IMG20260826125133.jpg,IMG20260826125922.jpg,64,0,0,0.0,0,0
203-204,203,204,174,239,IMG20260826125133.jpg,IMG20260826125925.jpg,65,0,0,0.0,0,0
203-204,203,204,174,240,IMG20260826125133.jpg,IMG20260826125930.jpg,66,0,0,0.0,0,0
203-204,203,204,174,241,IMG20260826125133.jpg,IMG20260826125936.jpg,67,0,0,0.0,0,0
203-204,203,204,174,242,IMG20260826125133.jpg,IMG20260826125940.jpg,68,0,0,0.0,0,0
203-204,203,204,174,243,IMG20260826125133.jpg,IMG20260826125942.jpg,69,0,0,0.0,0,0
203-204,203,204,175,216,IMG20260826125137.jpg,IMG20260826125634.jpg,41,0,0,0.0,0,0
203-204,203,204,175,217,IMG20260826125137.jpg,IMG20260826125638.jpg,42,0,0,0.0,0,0
203-204,203,204,175,218,IMG20260826125137.jpg,IMG20260826125640.jpg,43,16,0,0.0,0,0
203-204,203,204,175,219,IMG20260826125137.jpg,IMG20260826125643.jpg,44,0,0,0.0,0,0
203-204,203,204,175,220,IMG20260826125137.jpg,IMG20260826125647.jpg,45,0,0,0.0,0,0
203-204,203,204,175,221,IMG20260826125137.jpg,IMG20260826125650.jpg,46,0,0,0.0,0,0
203-204,203,204,175,222,IMG20260826125137.jpg,IMG20260826125653.jpg,47,0,0,0.0,0,0
203-204,203,204,175,223,IMG20260826125137.jpg,IMG20260826125657.jpg,48,0,0,0.0,0,0
203-204,203,204,175,224,IMG20260826125137.jpg,IMG20260826125737.jpg,49,15,0,0.0,0,0
203-204,203,204,175,225,IMG20260826125137.jpg,IMG20260826125739.jpg,50,0,0,0.0,0,0
203-204,203,204,175,226,IMG20260826125137.jpg,IMG20260826125741.jpg,51,0,0,0.0,0,0
203-204,203,204,175,227,IMG20260826125137.jpg,IMG20260826125743.jpg,52,0,0,0.0,0,0
203-204,203,204,175,228,IMG20260826125137.jpg,IMG20260826125746.jpg,53,0,0,0.0,0,0
203-204,203,204,175,229,IMG20260826125137.jpg,IMG20260826125749.jpg,54,20,0,0.0,0,0
203-204,203,204,175,230,IMG20260826125137.jpg,IMG20260826125845.jpg,55,34,0,0.0,0,0
203-204,203,204,175,231,IMG20260826125137.jpg,IMG20260826125849.jpg,56,24,0,0.0,0,0
203-204,203,204,175,232,IMG20260826125137.jpg,IMG20260826125852.jpg,57,18,0,0.0,0,0
203-204,203,204,175,233,IMG20260826125137.jpg,IMG20260826125854.jpg,58,0,0,0.0,0,0
203-204,203,204,175,234,IMG20260826125137.jpg,IMG20260826125857.jpg,59,0,0,0.0,0,0
203-204,203,204,175,235,IMG20260826125137.jpg,IMG20260826125901.jpg,60,16,0,0.0,0,0
203-204,203,204,175,236,IMG20260826125137.jpg,IMG20260826125910.jpg,61,0,0,0.0,0,0
203-204,203,204,175,237,IMG20260826125137.jpg,IMG20260826125914.jpg,62,0,0,0.0,0,0
203-204,203,204,175,238,IMG20260826125137.jpg,IMG20260826125922.jpg,63,0,0,0.0,0,0
203-204,203,204,175,239,IMG20260826125137.jpg,IMG20260826125925.jpg,64,16,0,0.0,0,0
203-204,203,204,175,240,IMG20260826125137.jpg,IMG20260826125930.jpg,65,0,0,0.0,0,0
203-204,203,204,175,241,IMG20260826125137.jpg,IMG20260826125936.jpg,66,0,0,0.0,0,0
203-204,203,204,175,242,IMG20260826125137.jpg,IMG20260826125940.jpg,67,0,0,0.0,0,0
203-204,203,204,175,243,IMG20260826125137.jpg,IMG20260826125942.jpg,68,0,0,0.0,0,0
203-204,203,204,176,217,IMG20260826125139.jpg,IMG20260826125638.jpg,41,0,0,0.0,0,0
203-204,203,204,176,218,IMG20260826125139.jpg,IMG20260826125640.jpg,42,0,0,0.0,0,0
203-204,203,204,176,219,IMG20260826125139.jpg,IMG20260826125643.jpg,43,0,0,0.0,0,0
203-204,203,204,176,220,IMG20260826125139.jpg,IMG20260826125647.jpg,44,0,0,0.0,0,0
203-204,203,204,176,221,IMG20260826125139.jpg,IMG20260826125650.jpg,45,0,0,0.0,0,0
203-204,203,204,176,222,IMG20260826125139.jpg,IMG20260826125653.jpg,46,0,0,0.0,0,0
203-204,203,204,176,223,IMG20260826125139.jpg,IMG20260826125657.jpg,47,0,0,0.0,0,0
203-204,203,204,176,224,IMG20260826125139.jpg,IMG20260826125737.jpg,48,18,0,0.0,0,0
203-204,203,204,176,225,IMG20260826125139.jpg,IMG20260826125739.jpg,49,16,0,0.0,0,0
203-204,203,204,176,226,IMG20260826125139.jpg,IMG20260826125741.jpg,50,18,0,0.0,0,0
203-204,203,204,176,227,IMG20260826125139.jpg,IMG20260826125743.jpg,51,0,0,0.0,0,0
203-204,203,204,176,228,IMG20260826125139.jpg,IMG20260826125746.jpg,52,0,0,0.0,0,0
203-204,203,204,176,229,IMG20260826125139.jpg,IMG20260826125749.jpg,53,18,0,0.0,0,0
203-204,203,204,176,230,IMG20260826125139.jpg,IMG20260826125845.jpg,54,26,0,0.0,0,0
203-204,203,204,176,231,IMG20260826125139.jpg,IMG20260826125849.jpg,55,26,0,0.0,0,0
203-204,203,204,176,232,IMG20260826125139.jpg,IMG20260826125852.jpg,56,30,0,0.0,0,0
203-204,203,204,176,233,IMG20260826125139.jpg,IMG20260826125854.jpg,57,17,0,0.0,0,0
203-204,203,204,176,234,IMG20260826125139.jpg,IMG20260826125857.jpg,58,15,0,0.0,0,0
203-204,203,204,176,235,IMG20260826125139.jpg,IMG20260826125901.jpg,59,17,0,0.0,0,0
203-204,203,204,176,236,IMG20260826125139.jpg,IMG20260826125910.jpg,60,16,0,0.0,0,0
203-204,203,204,176,237,IMG20260826125139.jpg,IMG20260826125914.jpg,61,0,0,0.0,0,0
203-204,203,204,176,238,IMG20260826125139.jpg,IMG20260826125922.jpg,62,0,0,0.0,0,0
203-204,203,204,176,239,IMG20260826125139.jpg,IMG20260826125925.jpg,63,0,0,0.0,0,0
203-204,203,204,176,240,IMG20260826125139.jpg,IMG20260826125930.jpg,64,0,0,0.0,0,0
203-204,203,204,176,241,IMG20260826125139.jpg,IMG20260826125936.jpg,65,0,0,0.0,0,0
203-204,203,204,176,242,IMG20260826125139.jpg,IMG20260826125940.jpg,66,0,0,0.0,0,0
203-204,203,204,176,243,IMG20260826125139.jpg,IMG20260826125942.jpg,67,15,0,0.0,0,0
203-204,203,204,177,218,IMG20260826125146.jpg,IMG20260826125640.jpg,41,0,0,0.0,0,0
203-204,203,204,177,219,IMG20260826125146.jpg,IMG20260826125643.jpg,42,0,0,0.0,0,0
203-204,203,204,177,220,IMG20260826125146.jpg,IMG20260826125647.jpg,43,0,0,0.0,0,0
203-204,203,204,177,221,IMG20260826125146.jpg,IMG20260826125650.jpg,44,17,0,0.0,0,0
203-204,203,204,177,222,IMG20260826125146.jpg,IMG20260826125653.jpg,45,0,0,0.0,0,0
203-204,203,204,177,223,IMG20260826125146.jpg,IMG20260826125657.jpg,46,0,0,0.0,0,0
203-204,203,204,177,224,IMG20260826125146.jpg,IMG20260826125737.jpg,47,15,0,0.0,0,0
203-204,203,204,177,225,IMG20260826125146.jpg,IMG20260826125739.jpg,48,0,0,0.0,0,0
203-204,203,204,177,226,IMG20260826125146.jpg,IMG20260826125741.jpg,49,0,0,0.0,0,0
203-204,203,204,177,227,IMG20260826125146.jpg,IMG20260826125743.jpg,50,0,0,0.0,0,0
203-204,203,204,177,228,IMG20260826125146.jpg,IMG20260826125746.jpg,51,0,0,0.0,0,0
203-204,203,204,177,229,IMG20260826125146.jpg,IMG20260826125749.jpg,52,16,0,0.0,0,0
203-204,203,204,177,230,IMG20260826125146.jpg,IMG20260826125845.jpg,53,19,0,0.0,0,0
203-204,203,204,177,231,IMG20260826125146.jpg,IMG20260826125849.jpg,54,40,26,0.65,1,0
203-204,203,204,177,232,IMG20260826125146.jpg,IMG20260826125852.jpg,55,34,21,0.6176470588235294,1,0
203-204,203,204,177,233,IMG20260826125146.jpg,IMG20260826125854.jpg,56,22,0,0.0,0,0
203-204,203,204,177,234,IMG20260826125146.jpg,IMG20260826125857.jpg,57,24,0,0.0,0,0
203-204,203,204,177,235,IMG20260826125146.jpg,IMG20260826125901.jpg,58,22,0,0.0,0,0
203-204,203,204,177,236,IMG20260826125146.jpg,IMG20260826125910.jpg,59,0,0,0.0,0,0
203-204,203,204,177,237,IMG20260826125146.jpg,IMG20260826125914.jpg,60,20,0,0.0,0,0
203-204,203,204,177,238,IMG20260826125146.jpg,IMG20260826125922.jpg,61,20,0,0.0,0,0
203-204,203,204,177,239,IMG20260826125146.jpg,IMG20260826125925.jpg,62,0,0,0.0,0,0
203-204,203,204,177,240,IMG20260826125146.jpg,IMG20260826125930.jpg,63,0,0,0.0,0,0
203-204,203,204,177,241,IMG20260826125146.jpg,IMG20260826125936.jpg,64,0,0,0.0,0,0
203-204,203,204,177,242,IMG20260826125146.jpg,IMG20260826125940.jpg,65,0,0,0.0,0,0
203-204,203,204,177,243,IMG20260826125146.jpg,IMG20260826125942.jpg,66,18,0,0.0,0,0
203-204,203,204,178,219,IMG20260826125151.jpg,IMG20260826125643.jpg,41,0,0,0.0,0,0
203-204,203,204,178,220,IMG20260826125151.jpg,IMG20260826125647.jpg,42,0,0,0.0,0,0
203-204,203,204,178,221,IMG20260826125151.jpg,IMG20260826125650.jpg,43,0,0,0.0,0,0
203-204,203,204,178,222,IMG20260826125151.jpg,IMG20260826125653.jpg,44,19,0,0.0,0,0
203-204,203,204,178,223,IMG20260826125151.jpg,IMG20260826125657.jpg,45,0,0,0.0,0,0
203-204,203,204,178,224,IMG20260826125151.jpg,IMG20260826125737.jpg,46,19,0,0.0,0,0
203-204,203,204,178,225,IMG20260826125151.jpg,IMG20260826125739.jpg,47,0,0,0.0,0,0
203-204,203,204,178,226,IMG20260826125151.jpg,IMG20260826125741.jpg,48,0,0,0.0,0,0
203-204,203,204,178,227,IMG20260826125151.jpg,IMG20260826125743.jpg,49,0,0,0.0,0,0
203-204,203,204,178,228,IMG20260826125151.jpg,IMG20260826125746.jpg,50,0,0,0.0,0,0
203-204,203,204,178,229,IMG20260826125151.jpg,IMG20260826125749.jpg,51,0,0,0.0,0,0
203-204,203,204,178,230,IMG20260826125151.jpg,IMG20260826125845.jpg,52,0,0,0.0,0,0
203-204,203,204,178,231,IMG20260826125151.jpg,IMG20260826125849.jpg,53,28,17,0.6071428571428571,1,0
203-204,203,204,178,232,IMG20260826125151.jpg,IMG20260826125852.jpg,54,37,24,0.6486486486486487,1,0
203-204,203,204,178,233,IMG20260826125151.jpg,IMG20260826125854.jpg,55,40,19,0.475,1,0
203-204,203,204,178,234,IMG20260826125151.jpg,IMG20260826125857.jpg,56,26,17,0.6538461538461539,1,0
203-204,203,204,178,235,IMG20260826125151.jpg,IMG20260826125901.jpg,57,26,0,0.0,0,0
203-204,203,204,178,236,IMG20260826125151.jpg,IMG20260826125910.jpg,58,15,0,0.0,0,0
203-204,203,204,178,237,IMG20260826125151.jpg,IMG20260826125914.jpg,59,15,0,0.0,0,0
203-204,203,204,178,238,IMG20260826125151.jpg,IMG20260826125922.jpg,60,0,0,0.0,0,0
203-204,203,204,178,239,IMG20260826125151.jpg,IMG20260826125925.jpg,61,0,0,0.0,0,0
203-204,203,204,178,240,IMG20260826125151.jpg,IMG20260826125930.jpg,62,15,0,0.0,0,0
203-204,203,204,178,241,IMG20260826125151.jpg,IMG20260826125936.jpg,63,15,0,0.0,0,0
203-204,203,204,178,242,IMG20260826125151.jpg,IMG20260826125940.jpg,64,0,0,0.0,0,0
203-204,203,204,178,243,IMG20260826125151.jpg,IMG20260826125942.jpg,65,0,0,0.0,0,0
203-204,203,204,179,220,IMG20260826125156.jpg,IMG20260826125647.jpg,41,0,0,0.0,0,0
203-204,203,204,179,221,IMG20260826125156.jpg,IMG20260826125650.jpg,42,0,0,0.0,0,0
203-204,203,204,179,222,IMG20260826125156.jpg,IMG20260826125653.jpg,43,17,0,0.0,0,0
203-204,203,204,179,223,IMG20260826125156.jpg,IMG20260826125657.jpg,44,0,0,0.0,0,0
203-204,203,204,179,224,IMG20260826125156.jpg,IMG20260826125737.jpg,45,16,0,0.0,0,0
203-204,203,204,179,225,IMG20260826125156.jpg,IMG20260826125739.jpg,46,0,0,0.0,0,0
203-204,203,204,179,226,IMG20260826125156.jpg,IMG20260826125741.jpg,47,0,0,0.0,0,0
203-204,203,204,179,227,IMG20260826125156.jpg,IMG20260826125743.jpg,48,0,0,0.0,0,0
203-204,203,204,179,228,IMG20260826125156.jpg,IMG20260826125746.jpg,49,16,0,0.0,0,0
203-204,203,204,179,229,IMG20260826125156.jpg,IMG20260826125749.jpg,50,0,0,0.0,0,0
203-204,203,204,179,230,IMG20260826125156.jpg,IMG20260826125845.jpg,51,0,0,0.0,0,0
203-204,203,204,179,231,IMG20260826125156.jpg,IMG20260826125849.jpg,52,21,0,0.0,0,0
203-204,203,204,179,232,IMG20260826125156.jpg,IMG20260826125852.jpg,53,36,25,0.6944444444444444,1,0
203-204,203,204,179,233,IMG20260826125156.jpg,IMG20260826125854.jpg,54,37,29,0.7837837837837838,1,0
203-204,203,204,179,234,IMG20260826125156.jpg,IMG20260826125857.jpg,55,40,24,0.6,1,0
203-204,203,204,179,235,IMG20260826125156.jpg,IMG20260826125901.jpg,56,24,0,0.0,0,0
203-204,203,204,179,236,IMG20260826125156.jpg,IMG20260826125910.jpg,57,25,0,0.0,0,0
203-204,203,204,179,237,IMG20260826125156.jpg,IMG20260826125914.jpg,58,15,0,0.0,0,0
203-204,203,204,179,238,IMG20260826125156.jpg,IMG20260826125922.jpg,59,0,0,0.0,0,0
203-204,203,204,179,239,IMG20260826125156.jpg,IMG20260826125925.jpg,60,0,0,0.0,0,0
203-204,203,204,179,240,IMG20260826125156.jpg,IMG20260826125930.jpg,61,0,0,0.0,0,0
203-204,203,204,179,241,IMG20260826125156.jpg,IMG20260826125936.jpg,62,0,0,0.0,0,0
203-204,203,204,179,242,IMG20260826125156.jpg,IMG20260826125940.jpg,63,15,0,0.0,0,0
203-204,203,204,179,243,IMG20260826125156.jpg,IMG20260826125942.jpg,64,0,0,0.0,0,0
203-204,203,204,180,221,IMG20260826125224.jpg,IMG20260826125650.jpg,41,0,0,0.0,0,0
203-204,203,204,180,222,IMG20260826125224.jpg,IMG20260826125653.jpg,42,20,0,0.0,0,0
203-204,203,204,180,223,IMG20260826125224.jpg,IMG20260826125657.jpg,43,0,0,0.0,0,0
203-204,203,204,180,224,IMG20260826125224.jpg,IMG20260826125737.jpg,44,0,0,0.0,0,0
203-204,203,204,180,225,IMG20260826125224.jpg,IMG20260826125739.jpg,45,0,0,0.0,0,0
203-204,203,204,180,226,IMG20260826125224.jpg,IMG20260826125741.jpg,46,0,0,0.0,0,0
203-204,203,204,180,227,IMG20260826125224.jpg,IMG20260826125743.jpg,47,0,0,0.0,0,0
203-204,203,204,180,228,IMG20260826125224.jpg,IMG20260826125746.jpg,48,0,0,0.0,0,0
203-204,203,204,180,229,IMG20260826125224.jpg,IMG20260826125749.jpg,49,0,0,0.0,0,0
203-204,203,204,180,230,IMG20260826125224.jpg,IMG20260826125845.jpg,50,18,0,0.0,0,0
203-204,203,204,180,231,IMG20260826125224.jpg,IMG20260826125849.jpg,51,16,0,0.0,0,0
